file,dtw_distance_sum
mocap_data_go_135.0.csv,211.13799861709697
mocap_data_go_136.0.csv,256.95955261165176
mocap_data_go_137.0.csv,327.2842335515662
mocap_data_go_138.0.csv,240.97755219365536
mocap_data_go_139.0.csv,324.79262348208067
mocap_data_go_140.0.csv,255.16666430407895
mocap_data_go_141.0.csv,332.49940560496947
mocap_data_go_142.0.csv,248.11228841605663
mocap_data_go_143.0.csv,220.48028347164504
mocap_data_go_144.0.csv,370.6023905055375
mocap_data_go_145.0.csv,300.78820315975406
mocap_data_go_146.0.csv,296.44405760694184
mocap_data_go_147.0.csv,246.64288607227977
mocap_data_go_148.0.csv,246.2241148552473
mocap_data_go_149.0.csv,237.45048376580453
mocap_data_go_151.0.csv,427.0064436582635
mocap_data_go_152.0.csv,286.81749665038205
mocap_data_go_153.0.csv,427.9116586649865
mocap_data_go_154.0.csv,300.10100734127235
mocap_data_go_155.0.csv,276.2203640122184
mocap_data_go_156.0.csv,228.59241327691313
mocap_data_go_157.0.csv,305.76208333669547
mocap_data_go_158.0.csv,414.9543758051859
mocap_data_go_159.0.csv,395.0012887743218
mocap_data_go_160.0.csv,229.68734441430095
mocap_data_go_161.0.csv,220.67190536046778
mocap_data_go_162.0.csv,317.98132669896347
mocap_data_go_163.0.csv,255.09004005263193
mocap_data_go_164.0.csv,321.1915546591082
mocap_data_go_165.0.csv,270.7122448723409
mocap_data_go_166.0.csv,416.93454582766844
mocap_data_go_167.0.csv,327.87237610291345
mocap_data_go_168.0.csv,248.73498106139755
mocap_data_go_169.0.csv,322.64874523788626
mocap_data_go_170.0.csv,300.54361677314074
mocap_data_go_171.0.csv,307.56338566330385
mocap_data_go_172.0.csv,328.3019109149833
mocap_data_go_173.0.csv,311.58594719327306
mocap_data_go_174.0.csv,339.7648114821923
mocap_data_go_175.0.csv,244.09176820218505
mocap_data_go_176.0.csv,300.2204240835718
mocap_data_go_177.0.csv,275.26590827749703
mocap_data_go_178.0.csv,238.2993426397525
mocap_data_go_179.0.csv,260.7039020222112
mocap_data_go_180.0.csv,416.7449933941745
mocap_data_go_181.0.csv,348.45632537321063
mocap_data_go_182.0.csv,406.1059788206827
mocap_data_go_183.0.csv,273.85937557015524
mocap_data_go_184.0.csv,367.0047946777594
mocap_data_go_185.0.csv,294.9312976349295
mocap_data_go_186.0.csv,302.5118922965896
mocap_data_go_187.0.csv,297.76443461861084
mocap_data_go_188.0.csv,310.2588385699368
mocap_data_go_189.0.csv,295.7243671290268
mocap_data_go_190.0.csv,424.89158892684304
mocap_data_go_191.0.csv,375.97824378273447
mocap_data_go_192.0.csv,349.18617663313836
mocap_data_go_193.0.csv,361.82378434041414
mocap_data_go_194.0.csv,363.8823205873974
mocap_data_go_195.0.csv,318.44018494764487
mocap_data_go_196.0.csv,372.74981666376317
mocap_data_go_197.0.csv,306.4716878823763
mocap_data_go_198.0.csv,329.3749077066748
mocap_data_go_199.0.csv,231.8780022727808
mocap_data_go_201.0.csv,248.7651878946968
mocap_data_go_202.0.csv,250.84145441912395
mocap_data_go_203.0.csv,282.4341436155274
mocap_data_go_204.0.csv,302.620667161381
mocap_data_go_205.0.csv,220.8576003253008
mocap_data_go_206.0.csv,222.46497551891633
mocap_data_go_207.0.csv,279.4097081944583
mocap_data_go_208.0.csv,229.06433210901048
mocap_data_go_209.0.csv,271.70478017553523
mocap_data_go_210.0.csv,281.2246771503744
mocap_data_go_211.0.csv,243.4371988068841
mocap_data_go_212.0.csv,215.37251714530385
mocap_data_go_213.0.csv,297.7255829079682
mocap_data_go_214.0.csv,233.06779181762695
mocap_data_go_215.0.csv,295.1574198824177
mocap_data_go_216.0.csv,339.404626370908
mocap_data_go_217.0.csv,271.63381644795226
mocap_data_go_218.0.csv,273.96184736950164
mocap_data_go_219.0.csv,331.3474931921171
mocap_data_go_220.0.csv,257.5232399764044
mocap_data_go_221.0.csv,414.51367617290975
mocap_data_go_222.0.csv,253.20933221561404
mocap_data_go_223.0.csv,325.09305340354933
mocap_data_go_224.0.csv,232.99211273568199
mocap_data_go_225.0.csv,249.3690412405365
mocap_data_go_226.0.csv,253.76902366430164
mocap_data_go_227.0.csv,246.3415722289214
mocap_data_go_228.0.csv,317.44820101947255
mocap_data_go_229.0.csv,266.84081271943063
mocap_data_go_230.0.csv,305.79968826979393
mocap_data_go_231.0.csv,365.2723265856912
mocap_data_go_232.0.csv,327.5789419992004
mocap_data_go_233.0.csv,283.4833602061564
mocap_data_go_234.0.csv,229.3488192327109
mocap_data_go_235.0.csv,312.6815947534228
mocap_data_go_236.0.csv,240.84384060438802
mocap_data_go_237.0.csv,261.11919145706236
mocap_data_go_238.0.csv,225.58415582965404
mocap_data_go_239.0.csv,250.48579779119927
mocap_data_go_240.0.csv,265.46359721762894
mocap_data_go_241.0.csv,278.364710044631
mocap_data_go_242.0.csv,364.98079416481204
mocap_data_go_243.0.csv,248.19254507275645
mocap_data_go_244.0.csv,330.64484085214724
mocap_data_go_245.0.csv,218.05017675826434
mocap_data_go_246.0.csv,303.1848300783038
mocap_data_go_247.0.csv,288.1070935411117
mocap_data_go_248.0.csv,306.321597969579
mocap_data_go_249.0.csv,300.06386678688443
